#Source: http://thegreatestbooks.org/
588,The Sirens of Titan,Kurt Vonnegut,1959
589,We Have Always Lived in the Castle,Shirley Jackson,1962
590,The Poetry of Derek Walcott 1948-2013,Derek Walcott,2013
591,The Complete Poems,Philip Larkin,1985
592,Mrs. Bridge,Evan S. Connell,1959
593,Kolyma Tales,Varlan Shalanov,1954
594,The Princess Bride: An Illustrated Edition of S. Morgenstern's Classic Tale of True Love and High Adventure,William Goldman,1973
595,Freedom: A Novel,Jonathan Franzen,2010
596,Mr Bridge,Evan S. Connell,1969
597,Collected Stories,Raymond Chandler,2009
598,Collected Works of Edna St. Vincent Millay,Edna St. Vincent Millay,1950
599,Dom Casmurro,Machado de Assis,1899
600,Mortal y rosa,Francisco Umbral,1975
601,Aunt Julia and the Scriptwriter,Mario Vargas Llosa,1977
602,Sanctuary,William Faulkner,1931
603,Peter Pan,J. M. Barrie,1902
604,The Garden of the Finzi-Continis,Giorgio Bassani,1962
605,Sonnets,Julián Olivares,1625
606,The Time of the Hero,Mario Vargas Llosa,1963
607,Demian,Hermann Hesse,1919
608,The First Man,Albert Camus,1994
609,"Spain, Take This Chalice from Me",Cesar Vallejo,1937
610,Poems by Machado,Antonio Machado,1917
611,Illuminations,Arthur Rimbaud,1886
612,Last Evenings with Teresa,Juan Marse,1965
613,Poems of Góngora,Luis de Góngora,1600
614,The Poetry of Luis Cernuda,Luis Cernuda,1963
615,The Shadow Line,Joseph Conrad,1917
616,Bohemian Lights,Ramón del Valle-Inclán,1924
617,"Three plays: The hostage, Crusts, The humiliation of the father",Paul Claudel,1955
618,Wry-Blue Loves: Les Amours Jaunes,Tristan Corbière,1873
619,Les Contemplations,Victor Hugo,1856
620,Some Prefer Nettles,Junichiro Tanizaki,1929
621,La Nuit obscure,Jean de la Croix,
622,The Passion,Jeanette Winterson,1987
623,The Diary of a Country Priest,Georges Bernanos,1936
624,Alcestis,Euripedes,-438
625,The Complete Plays of T. S. Eliot,T. S. Eliot,1965
626,Burmese Days,George Orwell,1934
627,The Iceman Cometh,Eugene O'Neill,1939
628,Romance of the Three Kingdoms,Guanzhong Luo,1301
629,"Germany, a Winter Tale",Heinrich Heine,1844
630,Dreamtigers,Jorge Luis Borges,1960
631,A Rose for Emily,William Faulkner,1930
632,First Circle,Aleksandr Solzhenitsyn,1968
633,Mother Courage and Her Children,Bertolt Brecht,1939
634,The Collected Plays of W.B. Yeats,William Butler Yeats,1939
635,The Beast in the Jungle,Henry James,1903
636,The Narrow Road to the Deep North,Matsuo Bashō,1689
637,The Plum in the Golden Vase,Anonymous,1610
638,The Eustace Diamonds,Anthony Trollope,1871
639,Shahnameh,Ferdowsi,1010
640,The Short Happy Life of Francis Macomber,Ernest Hemingway,1936
641,Robert Browning's Poetry,Robert Browning,1889
642,The Prussian Officer,D. H. Lawrence,1914
643,Confessions of a Mask,Yukio Mishima,1949
644,Cancer Ward,Aleksandr Solzhenitsyn,1967
645,Beauty and Sadness,Yasunari Kawabata,1964
646,Vendor Of Sweeets,"R. K. Narayan, R.K.",1967
647,Kokoro,Sōseki Natsume,1914
648,The English Teacher,R. K. Narayan,1945
649,Dombey and Son,Charles Dickens,1848
650,Satanic Verses,Salman Rushdie,1988
651,Wings of the Dove,Henry James,1902
652,The Swimming-Pool Library,Alan Hollinghurst,1988
653,And Then There Were None,Agatha Christie,1939
654,Waiting for the Barbarians, J.M. Coetzee ,1980
655,Gimpel the Fool,Isaac B Singer,1957
656,The Little Stranger,Sarah Waters,2009
657,The Selected Works of Cesare Pavese,Cesare Pavese,
658,The Moon and the Bonfires,Cesare Pavese,1949
659,We,Yevgeny Zamyatin,1921
660,Watt,Samuel Beckett,1953
661,The Code of the Woosters,P. G. Wodehouse,1938
662,The Rainbow,D. H. Lawrence,1915
663,New Grub Street: A Novel,George Gissing,1891
664,The Horse's Mouth,Joyce Cary,1944
665,Cold Comfort Farm,Stella Gibbons,1932
666,The French Lieutenant's Woman ,John Fowles,1969
667,Regeneration,Pat Barker,1991
668,Four Quartets, T. S. Eliot,1943
669,"Tinker, Tailor, Soldier, Spy",John Le Carre,1974
670,Neuromancer ,William Gibson,1984
671,Appointment in Samarra,John O'Hara,1934
672,The Emigrants,Winfried Georg Sebald,1992
673,Snow Crash ,Neal Stephenson,1992
674,The Blithedale Romance,Nathaniel Hawthorne,1852
675,The Complete Works of Nathanael West,Nathanael West,1940
676,The Go-Between,L.P. Hartley,1953
677,Short Friday: And Other Stories,Isaac Bashevis Singer,1991
678,The Seance and Other Stories,Isaac Bashevis Singer,1991
679,The Fortunes Of Richard Mahony,Henry Handel Richardson,1929
680,Mysteries,Knut Hamsun,1892
681,The Poems of Percy Bysshe Shelley ,Percy Bysshe Shelley,1822
682,The Loneliness of the Long-distance Runner,Alan Sillitoe,1959
683,Amelia,Henry Fielding,1751
684,The Blue Flower,Penelope Fitzgerald,1997
685,The Day of the Locust ,Nathanael West,1939
686,The Secret History,Donna Tartt,1992
687,Small Island,Andrea Levy,2004
688,"Cry, the Beloved Country",Alan Paton,1948
689,Old Filth,Jane Gardam,2004
690,Sense and Sensibility,Jane Austen,1811
691,"Life, a User's Manual",Georges Perec,1978
692,Snow Falling on Cedars,David Guterson,1994
693,The Prophet,Kahlil Gibran,1923
694,The Kite Runner,Khaled Hosseini,2003
695,Silas Marner,George Eliot,1861
696,My Name is Red,Orhan Pamuk,2001
697,Where the Wild Things Are,Maurice Sendak,1963
698,A Separate Peace,John Knowles,1959
699,The Wanderer,Henri Alain-Fournier,1913
700,Mother's Milk,Edward St Aubyn,2005
701,Some Hope,Edward St. Aubyn,1994
702,Never Mind,Edward St Aubyn,1992
703,Bad News,Edward St Aubyn,1992
704,At Last,Edward St. Aubyn,2012
705,Zazie in the Metro,Raymond Queneau,1959
706,The Lusiad,Luís Vaz Camões,1572
707,Bonjour Tristesse,Francoise Sagan,1954
708,The Sheltering Sky ,Paul Bowles,1949
709,White Fang,Jack London,1906
710,Black Beauty: The Autobiography of a Horse,Anna Sewell,1877
711,Excellent Women,Barbara Pym,1952
712,Sula,Toni Morrison,1973
713,The Jewel In The Crown,Paul Scott,1966
714,A Legacy,Sybille Bedford,1956
715,Interview with the Vampire,Anne Rice,1976
716,"Captain Hornblower R.N.: Hornblower and the 'Atropos', The Happy Return, A Ship of the Line",C S Forester,1937
717,The Private Memoirs and Confessions of a Justified Sinner,James Hogg,1824
718,The Buddha of Suburbia,Hanif Kureishi,1990
719,The Memoirs of a Survivor,Doris May Lessing,1974
720,There But For The,Ali Smith,2011
721,Édes Anna,Dezső Kosztolányi,1991
722,"Memed, My Hawk",Yashar Kemal,1955
723,The Half Brother: A Novel,Lars Saabye Christensen,2011
724,Fateless,Imre Kertész,1975
725,The Dog Star,Agneta Pleijel,
726,"If Not Now, When?",Primo Levi,1982
727,The Sorrow Of War,Bao Ninh,1990
728,Murder on the Orient Express,Agatha Christie,1934
729,Soul and Other Stories,Andrey Platonov,
730,First Love,Ivan Turgenev,1860
731,Growth of the Soil,Knut Hamsun,1920
732,Essays and Aphorisms,Arthur Schopenhauer,1860
733,The Three-Arched Bridge,Ismail Kadare,1978
734,Perfume,Patrick Suskind,1985
735,Life and Fate,Vasily Grossman,1959
736,Identity: A Novel,Milan Kundera,1998
737,Soul Mountain,Xingjian Gao,1990
738,The Skeleton,Amrita Pritam,1950
739,Smilla's Sense of Snow: A Novel,Peter Høeg,1992
740,The Black Book,Orhan Pamuk,1990
741,The Return and Other Stories,Andrey Platonov,
742,The Rings of Saturn,W. G. Sebald,1998
743,"And where Were You, Adam?",Heinrich Böll,1951
744,The Stone Raft,José Saramago,1986
745,Antiworlds,Andrey Voznesensky,
746,"The Tootinameh; Or, Tales of a Parrot","India, Iran",1560
747,Thousand Cranes,Yasunari Kawabata,1952
748,Teahouse,by She Lao,1957
749,La Saga/ Fuga de J. B./ The Saga/ Escape of J.B.,Gonzalo Torrente Ballester,1972
750,The Garlic Ballads: A Novel,Yan Mo,
751,Les Enfants Terribles,Jean Cocteau,1929
752,Le Roman de la Rose,Guillaume (de Lorris),1230
753,A Tomb for Boris Davidovich,Danilo Kiš,1976
754,The Reader,Bernhard Schlink,1995
755,The Gift,Vladimir Nabokov,1938
756,The Years with Laura Diaz,Carlos Fuentes,1999
757,The Royal Physician's Visit: A Novel,Per Olov Enquist,1999
758,My City: A Hong Kong Story,Xi Xi,
759,The Burn: A Novel in Three Books : (late Sixties--early Seventies),Vassily Aksyonov,1975
760,Journey by Moonlight,Antal Szerb,1937
761,Count Julian,Juan Goytisolo,1970
762,The Crying of Lot 49 ,Thomas Pynchon,1966
763,Jealousy: A Novel,Alain Robbe-Grillet,1957
764,The Dancing Girl of Izu and Other Stories,Yasunari Kawabata,1929
765,Embers,Sandor Marai,1942
766,The Kalevala,Elias Lönnrot,1835
767,The Collected Songs of Cold Mountain,Han Shan,1985
768,Happy Moscow,Andrey Platonov,
769,Somersault,Kenzaburō Ōe,1999
770,The Book of Songs,China,1937
771,August 1914,Aleksandr Isaevich Solzhenit︠s︡yn,1971
772,Another Country,Karel Schoeman,1984
773,Italian Folktales,Italo Calvino,1956
774,The Radetzky March,Joseph Roth,1932
775,The Bridge of San Luis Rey,Thornton Wilder,1927
776,Deliverance ,James Dickey,1970
777,Tales of the South Pacific,James A. Michener,1947
778,Schindler's List,Thomas Keneally,1982
779,The Awakening,Kate Chopin,1899
780,The Shell Seekers,Rosamunde Pilcher,1987
781,Billy Budd,Herman Melville,1924
782,Paddy Clarke Ha Ha Ha,Roddy Doyle,1993
783,Legends of The Fall,Jim Harrison,1979
784,The Yearling,Marjorie Kinnan Rawlings,1938
785,The Lottery and Other Stories,Shirley Jackson,1949
786,Foundation,Isaac Asimov,1951
787,The Razor's Edge,W. Somerset Maugham,1944
788,Mason & Dixon,Thomas Pynchon,1997
789,Death of a Lake,Arthur William Upfield,1954
790,The Prince and the Pauper: A Tale for Young People of All Ages,Mark Twain,1881
791,Open Secrets: Stories,Alice Munro,1994
792,Of Time and the River: A Legend of Man's Hunger in His Youth,Thomas Wolfe,1935
793,The Negro Caravan: Writings by American Negroes,"Sterling Allen Brown, Arthur Paul Davis, Ulysses Lee",1941
794,The Poorhouse Fair: A Novel,John Updike,1959
795,Monsignor Quixote,Graham Greene,1982
796,Thérèse Raquin,Emile Zola,1867
797,Stories of Washington Irving,Washington Irving,1859
798,The Richard Trilogy,Paul Horgan,1990
799,The Times Are Never So Bad: A Novella and Eight Short Stories,Andre Dubus,1983
800,She Stoops to Conquer,Oliver Goldsmith,1773
801,My Book House,Olive Beaupré Miller,1921
802,Dark symphony: Negro literature in America,"James A. Emanuel (Comp), Theodore L. Gross (Joint Comp)",
803,Ivanhoe,Walter Scott,1820
804,"Horseman, Pass By: A Novel",Larry McMurtry,1961
805,Rashomon and Seventeen Other Stories,Ryunosuke Akutagawa,1915
806,The Turn of the Screw,Henry James,1898
807,The Bone is Pointed: An Inspector Bonaparte Mystery #6 ,Arthur W. Upfield,1938
808,Eight Men: Short Stories,Richard Wright,1961
809,Body Rags,Galway Kinnell,1968
810,The Prince of Tides,Pat Conroy,1986
811,Cold Sassy Tree,Olive Ann Burns,1984
812,The Shipping News,E. Annie Proulx,1993
813,Babbitt,Sinclair Lewis,1922
814,Kristin Lavransdatter,Sigrid Undset,1920
815,Sir Gawain and the Green Knight,Simon Armitage,2007
816,Cat's Cradle,Kurt Vonnegut,1963
817,Manhattan Transfer,John Dos Passos,1925
818,Under the Net ,Iris Murdoch,1954
819,The Notebooks of Malte Laurids Brigge,Rainer Maria Rilke,1910
820,Do Androids Dream of Electric Sheep?,Philip K. Dick,1968
821,The House of the Seven Gables,Nathaniel Hawthorne,1851
822,Time and Again,Jack Finney,1970
823,The Fortress of Solitude,Jonathan Lethem,2003
824,The Merry Adventures of Robin Hood,Howard Pyle,1883
825,The Magus,John Fowles,1966
826,The Collected Stories of Heinrich Boll,Heinrich Boll,1948
827,Hyperion,Friedrich Holderlin,1797
828,Stories of Adalbert Stifter,Adalbert Stifter,1868
829,Track,Ernst Bloch,
830,Poems of Alfred Lord Tennyson,Alfred Lord Tennyson,1892
831,Aus dem Leben eines Taugenichts,Joseph von Eichendorff,1826
832,Stories,Heinrich von Kleist,1777
833,Anniversaries,Uwe Johnson,1970
834,Sudelbücher,Georg Christoph Lichtenberg,
835,The Stechlin,Theodor Fontane,1899
836,The Loyal Subject,Heinrich Mann,1918
837,Elective Affinities,Johann Wolfgang von Goethe,1809
838,The Jungle Book,Rudyard Kipling,1894
839,Green Henry,Gottfried Keller,1855
840,Simplicius Simplicissimus,Hans Jakob Christoffel von Grimmelshausen,1668
841,Siebenkäs,Jean Paul,1796
842,Stories from the Lord Keuner,Dieter Wöhrle,1926
843,The Life and Opinions of the Tomcat Murr,E.T.A. Hoffmann,1819
844,Schatzkästlein des Rheinischen Hausfreundes,Johann Peter Hebel,1811
845,"Abu Telfan, Return from the Mountains of the Moon",Wilhelm Karl Raabe,1867
846,Lenz,Georg Buchner,1839
847,Querelle,Jean Genet,1947
848,The Seventh Cross,Anna Seghers,1942
849,Nectar in a Sieve,Kamala Markandaya,1954
850,Love Medicine,Louise Erdrich,1984
851,East of Eden,John Steinbeck,1952
852,Waiting,Ha Jin,1999
853,American Psycho,Bret Easton Ellis,1991
854,Life of Pi,Yann Martel,2001
855,Baudolino,Umberto Eco,2000
856,Anecdotes of Destiny,Isak Dinesen,1958
857,The Shining,Stephen King,1977
858,A Thousand Acres,Jane Smiley,1992
859,The Poems of Wilfred Owen,Wilfred Owen,1920
860,Selected Poems of Lord Byron,Lord Byron,1824
861,The Poems of Sappho,Sappho,-570
862,The Fault in Our Stars,John Green,
863,A Suitable Boy,Vikram Seth,1994
864,Tales from the Kathasaritsagara,Somadeva,1070
865,The God of Small Things,Arundhati Roy,1997
866,At Swim Two-Birds,Flann O'Brien,1939
867,Kane and Abel,Jeffrey Archer,1979
868,High Fidelity,Nick Hornby,1995
869,The Mists of Avalon,Marion Zimmer Bradley,1983
870,"Are You There God? It's Me, Margaret",Judy Blume,1970
871,Bridget Jones's Diary,Helen Fielding,1996
872,The Secret Agent,Joseph Conrad,1907
873,Sister Carrie,Theodore Dreiser,1900
874,Ellen Foster,Kaye Gibbons,1987
875,The New York Trilogy,Paul Auster,1987
876,A Streetcar Named Desire,Tennessee Williams,1947
877,The Human Stain,Philip Roth,2000
878,War and Remembrance,Herman Wouk,1978
879,Centennial,James A. Michener,1974
880,Half of a Yellow Sun,Chimamanda Ngozi Adichie,2007
881,Disgrace,J. M. Coetzee,1999
882,A Wizard of Earthsea,Ursula K. Le Guin,1968
883,The Godfather,Mario Puzo,1969
884,The Alienist,Caleb Carr,1994
885,Talk Before Sleep,Elizabeth Berg,1994
886,Rubyfruit Jungle,Rita Mae Brown,1973
887,Corelli's Mandolin,Louis de Bernières ,1993
888,The Education of Little Tree,Forrest Carter,1976
889,The Cloister and the Hearth,Charles Reade,1861
890,The Song of Hiawatha,Henry Wadsworth Longfellow,1855
891,The Scarlet Plague,Jack London,1915
892,"Charlie And The Chocolate Factory,",Roald Dahl,1964
893,The Warlord of Mars,Edgar Rice Burroughs,1913
894,Miss Susie Slagle's,Augusta Tucker,1939
895,Henry V,William Shakespeare,1599
896,The Stories of Raymond Carver,Raymond Carver,1988
897,The Little Grey Men,B B,1942
898,The Moon is Down,John Steinbeck,1942
899,Story of Ferdinand,Munro Leaf,1936
900,The Little Engine that Could,Platt & Munk,1930
901,Smoky the Cowhorse,Will James,1927
902,Miss Pickerell Goes to Mars,Ellen Macgregor,1951
903,Edmund Dulac's Fairy-Book,Edmund Dulac,1953
904,The Voyages of Doctor Dolittle,Hugh Lofting,1922
905,Forever: A Novel,Pete Hamill,2003
906,The Island Within,Ludwig Lewisohn,1928
907,Much Ado about Nothing,William Shakespeare,1599
908,Pastoralia,George Saunders,2000
909,The Black Prince,Iris Murdoch,1973
910,The Talented Mr. Ripley,Patricia Highsmith,1950
911,A Wild Sheep Chase,Haruki Murakami,1982
912,Bel Canto,Ann Patchett,2001
913,Zuleika Dobson,Max Beerbohm,1911
914,What We Talk About When We Talk About Love,Raymond Carver,1981
915,Franny and Zooey,J. D. Salinger,1961
916,Harry Potter and the Goblet of Fire ,J.K Rowling,2000
917,Harry Potter and the Deathly Hallows,J.K. Rowling,2007
918,The Savage Detectives,Roberto Bolaño,1998
919,A Fine Balance,Rohinton Mistry,1995
920,The Return of the Native,Thomas Hardy,1878
921,Prufrock and Other Observations,T.S. Eliot,1917
922,The Famished Road,Ben Okri,1991
923,A High Wind in Jamaica,Richard Hughes,1929
924,The Monkey Wrench Gang,Edward Abbey,1975
925,Haroun and the Sea of Stories,Salman Rushdie,1990
926,Point Counter Point,Aldous Huxley,1928
927,Wise Children,Angela Carter,1991
928,Selected Stories,D. H. Lawrence,1930
929,After the Flood,P.C. Jersild,1982
930,The Unknown Soldier,Väinö Linna,1954
931,The Baron in the Trees,Italo Calvino,1957
932,The Lost Steps,Alejo Carpentier,
933,Second-class Citizen,Buchi Emecheta,1974
934,The Long Ships,Frans G. Bengtsson,1941
935,They Burn the Thistles,Yaşar Kemal,1969
936,Samuels bok,Sven Delblanc,1981
937,Barabbas,Par Lagerkvist,1950
938,Bathsheba,Torgny Lindgren,
939,The Man Without a Way,Erik Lindegren,
940,House with the Blind Glass Windows,Herbjørg Wassmo,
941,The Dwarf,Par Lagerkvist,1945
942,The Serious Game,Hjalmar Söderberg,1912
943,The bells of Bicêtre,Georges Simenon,
944,The Book-Dealer Who Ceased Bathing,Fritiof Nilsson Piraten,1937
945,The Czar's Madman,Jaan Kross,1978
946,The Christmas Oratorio,Göran Tunström,
947,"Mio, My Son",Astrid Lindgren,1954
948,The Emigrants,Vilhelm Moberg,1949
949,Doctor Glas,Hjalmar Soderberg,1905
950,Kallocain,Karin Boye,1940
951,The Werewolf,Aksel Sandemose,
952,The Day of the Triffids,John Wyndham,1951
953,The Wind on the Moon,Eric Linklater,1944
954,Collected Poems,Nils Ferlin,
955,Hemsöborna,August Strindberg,1887
956,Simon and the Oaks,Marianne Fredriksson,1985
957,Flowering Nettle,Harry Martinson,1935
958,The Red Room,August Strindberg,1879
959,The Queen's Tiara,Carl Jonas Love Almquist,1834
960,Dog,Kerstin Ekman,
961,Stockholm series,Per Anders Fogelström,1960
962,The Women's Room,Marilyn French,1977
963,The Emperor of Portugallia,Selma Lagerlof,1914
964,Rhythms,Harry Martinson,
965,The Days of His Grace,Eyvind Johnson,1960
966,The Road to Klockrike,Harry Martinson,1948
967,Barefoot,Zaharia Stancu,
968,The Alberta Trilogy,Cora Sandel,1926
969,Harry Potter and the Half-Blood Prince,J.K. Rowling,2005
970,A Visit From The Goon Squad,Jennifer Egan,2010
971,The Giver,Lois Lowry,1993
972,The Manuscript Found in Saragossa,Jan Potocki,1805
973,Harry Potter and the Order of the Phoenix,J.K. Rowling,2003
974,Harry Potter And The Chamber Of Secrets,J. K. Rowling,1998
975,Harry Potter And The Prisoner Of Azkaban,J. K. Rowling,1999
976,The Wapshot Chronicle,John Cheever,1967
977,Dinner at the Homesick Restaurant,Anne Tyler,1982
978,Angle of Repose,Wallace Stegner,1971
979,Ironweed,William Kennedy ,1983
980,Out Stealing Horses,Per Petterson,2003
981,From Here to Eternity ,James Jones,1951
982,The Golden Ass (Metamorphoses): Or Metamorphoses,Apuleius,180
983,The Magnificent Ambersons ,Booth Tarkington ,1918
984,A Fable,William Faulkner,1954
985,The Left Hand Of Darkness,Ursula K. Le Guin,1969
986,"Roll of Thunder, Hear My Cry",Mildred D. Taylor,1976
987,Collected Poems of Ted Hughes,Ted Hughes,2003
988,The Accidental Tourist,Anne Tyler,1985
989,The Poetry of Ezra Pound,Ezra Pound,1972
990,Eugene Onegin,Alexander Pushkin,1825
991,The Postman Always Rings Twice,James M. Cain,1934
992,Kidnapped,Robert Louis Stevenson,1886
993,Master and Commander,Patrick O'Brian,1969
994,The Storyteller,Mario Vargas Llosa,1987
995,"Hateship, Friendship, Courtship, Loveship, Marriage",Alice Munro,2006
996,Pigs in Heaven,Barbara Kingsolver,1993
997,Giants in the Earth,Ole Edvart Rolvaag,1927
998,Tobacco Road,Erskine Caldwell ,1932
999,At Play in the Fields of the Lord,Peter Matthiessen,1965
1000,Northern Lights,Philip Pullman,1995
1001,The Ginger Man,J. P. Donleavy,1955
1002,Lazarillo de Tormes,Unknown,1554
1003,Jonathan Livingston Seagull,Richard Bach,1970
1004,The Real Life of Sebastian Knight,Vladimir Nabokov,1941
1005,Nicholas Nickleby,Charles Dickens,1838
1006,Odes,John Keats,1927
1007,Life Is a Dream,Pedro Calderón de la Barca,1635
1008,Histoire de Babar,Jean de Brunhoff,1931
1009,The Chronicles of Barsetshire,Anthony Trollope,1855
1010,Gone Girl,Gillian Flynn,
1011,The Protocols of the Elders of Zion,Unknown,1905
1012,Everyman,Anonymous,1510
1013,Volpone,Ben Jonson,1606
1014,Red Dragon,Thomas Harris,1981
1015,Spoon River Anthology,Edgar Lee Masters,1915
1016,Sonnets from the Portuguese,Elizabeth Barrett Browning,1850
1017,The Quest for the Golden Fleece,Unknown,-300
1018,An Enemy of the People,Henrik Ibsen,1882
1019,Thyestes,Seneca,62
1020,The Orlando Furioso,Lodovico Ariosto,1516
1021,Orpheus and Eurydice,Unknown,8
1022,The Poetry of Alexander Pushkin,Alexander Pushkin,1837
1023,The Father,August Strindberg,1887
1024,Penguin Island,Anatole France,1908
1025,Miss Julie,August Strindberg,1888
1026,The Pioneers,James Fenimore Cooper,1823
1027,Reynard the Fox,Unknown,1148
1028,The Song of Roland,Unknown,1040
1029,The Twelve Labours of Hercules,Unknown,-600
1030,An Essay on Man,Alexander Pope,1734
1031,A Game of Thrones,George R. R. Martin,1996
1032,The Hunger Games,Suzanne Collins,
1033,Kaputt,Curzio Malaparte,
1034,The Plantagenet Saga,Jean Plaidy,1976
1035,The Murders in the Rue Morgue,Edgar Allan Poe,1841
1036,Works and Days,Hesiod,-700
1037,The Railway Children,Edith Nesbit,1906
1038,Poem of the Cid,Unknown,1195
1039,The Rape of the Lock,Alexander Pope,1712
1040,Swallows and Amazons,Arthur Ransome,1930
1041,Killshot,Elmore Leonard,1989
1042,New Atlantis,Francis Bacon,1627
1043,Poems of Matsuo Bashō,Matsuo Bashō,1694
1044,Casino Royale,Ian Fleming,1953
1045,The Ballad of Peckham Rye,Muriel Spark,1960
1046,Stories of Nikolai Gogol,Nikolai Gogol,1852
1047,Benito Cereno,Herman Melville,1855
1048,Two Essays on Analytical Psychology,Carl Gustav Jung,1953
1049,Like Water For Chocolate,Laura Esquivel,1989
1050,I Wish Someone Were Waiting for Me Somewhere,Anna Gavalda,2003
1051,Petersburg,Andrei Bely,1913
1052,"Bless Me, Ultima",Rudolfo Anaya,1972
1053,Red Harvest ,Dashiell Hammett,1929
1054,Dog Soldiers ,Robert Stone,1974
1055,Sea of Poppies,Amitav Ghosh,2008
1056,Twilight of the Superheroes,Deborah Eisenberg,2006
1057,Nightmare Abbey ,Thomas Love Peacock,1818
1058,In the Time of the Butterflies,Julia Alvarez,1994
1059,Earthly Powers,Anthony Burgess,1980
1060,Wonder Boys,Michael Chabon,1995
1061,The Man in the High Castle,Philip K. Dick,1962
1062,What Is the What,Dave Eggers,2006
1063,Mortals,Norman Rush,2003
1064,The Power and the Glory,Graham Greene,1940
1065,Daisy Miller,Henry James,1878
1066,Going After Cacciato,Tim O'Brien,1979
1067,The Crucible,Arthur Miller,1953
1068,Underworld,Don DeLillo,1997
1069,Enormous Changes at the Last Minute,Grace Paley,1974
1070,The Hour of the Star,Clarice Lispector,1977
1071,Miss Lonelyhearts ,Nathanael West,1933
1072,Black Sheep,Georgette Heyer ,1966
1073,Riddle of the Sands,Erskine Childers,1903
1074,The Van,Roddy Doyle,1991
1075,Sometimes a Great Notion,Ken Kesey,1964
1076,Stranger Things Happen,Kelly Link,2001
1077,American Genius: A Comedy,Lynne Tillman,2006
1078,The Beautiful and Damned ,F. Scott Fitzgerald,1922
1079,A Thousand Splendid Suns,Khaled Hosseini,2007
1080,Professor Unrat,Heinrich Mann,1905
1081,Nathan the Wise,Gotthold Ephraim Lessing,1779
1082,The Hunting Gun,Yasushi Inoue,1949
1083,Candida: a Pleasant Play,George Bernard Shaw,1894
1084,"South of the Border, West of the Sun: A Novel",Haruki Murakami,1992
1085,The Assistant,Bernard Malamud,1957
1086,The Royal Game,Stefan Zweig,1942
1087,The Talisman,Sir Walter Scott,1825
1088,The Good Person of Szechwan,Bertolt Brecht,1943
1089,Shadows on the Hudson: A Novel,Isaac Bashevis Singer,1957
1090,The Shadow of the Wind,Carlos Ruiz Zafon,2001
1091,The Last Days of Mankind,Karl Kraus,1922
1092,Eye Of The Needle,Ken Follett,1978
1093,Betty Blue: The Story of a Passion,Philippe Djian,1985
1094,Cat's Eye,Margaret Atwood,1988
1095,Michael Kohlhaas,Heinrich Von Kleist,1810
1096,The Old Curiosity Shop,Charles Dickens,1941
1097,"Don Carlos: Infante of Spain, a Drama in Five Acts",Friedrich Schiller,1787
1098,Wilhelm Meister's Apprenticeship,Johann Wolfgang von Goethe,1796
1099,Effi Briest,Theodor Fontane,1896
1100,The German Lesson,Siegfried Lenz,1968
1101,The Physicists,Friedrich Dürrenmatt,1962
1102,Pygmalion,Bernard Shaw,1912
1103,A Canticle for Leibowitz,Walter M. Miller,1961
1104,Der Fall Mauritius,Jakob Wassermann,1928
1105,Flatland: A Romance of Many Dimensions,Edwin A. Abbott,1884
1106,Gogol's Wife,Tommaso Landolfi,1963
1107,The Day of the Jackal,Frederick Forsyth,1971
1108,The Sea-Wolf,Jack London,1904
1109,Die neuen Leiden des jungen W.,Ulrich Plenzdorf,1972
1110,A Tale of Love and Darkness,Amos Oz,2002
1111,Splendors and Miseries of Courtesans,Honore De Balzac,1847
1112,The Feast of the Goat: A Novel,Mario Vargas Llosa,2000
1113,Another Country,James Baldwin,1962
1114,"Farewell, My Lovely: A Novel",Raymond Chandler,1940
1115,The Discovery of Heaven,Harry Mulisch,1992
1116,The Clown,Heinrich Böll,1963
1117,Wise Blood,Flannery O'Connor,1952
1118,The Diary of a Nobody,George & Weedon Grossmith,1892
1119,The Thirty-Nine Steps,John Buchan ,1915
1120,The Power of One,Bryce Courtenay,1989
1121,Interpreter of Maladies,Jhumpa Lahiri,2000
1122,The Confessions of Nat Turner,William Styron,1967
1123,Dealing With Dragons,Patricia C. Wrede,1990
1124,Snow Flower and the Secret Fan,Lisa See,2005
1125,Earth Abides,George Rippey Stewart,1949
1126,Persepolis Two,Marjane Satrapi,2001
1127,Cannery Row,John Steinbeck,1945
1128,Hard-Boiled Wonderland and the End of the World,Haruki Murakami,1985
1129,"Twelfth Night: Or, What You Will",William Shakespeare,1602
1130,"Raise High the Roof Beam, Carpenters: And, Seymour, an Introduction",J Salinger,1963
1131,Billy Lynn's Long Halftime Walk: A Novel,Ben Fountain,2012
1132,Shadow & Claw,Gene Wolfe,
1133,The Spy Who Came in From the Cold ,John le Carre,1963
1134,The Namesake,Jhumpa Lahiri,2003
1135,Annie John,Jamaica Kincaid,1985
1136,Chronicle of a Death Foretold,Gabriel Garcia Marquez,1981
1137,Obasan,Joy Kogawa,1981
1138,Blood and Guts in High School,Kathy Acker,1984
1139,The Recognitions ,William Gaddis,1955
1140,Girl in Hyacinth Blue,Susan Vreeland,1999
1141,The Bone People,Keri Hulme,1984
1142,House of Leaves,Mark Z. Danielewski,2000
1143,London Fields,Martin Amis,1989
1144,Pricksongs and Descants,Robert Coover,1969
1145,Cider with Rosie,Laurie Lee,1959
1146,Little House on the Prairie,Laura Ingalls Wilder,
1147,The Early Stories,John Updike,2004
1148,Julius Caesar,William Shakespeare,1599
1149,The Bloody Chamber And Other Stories,Angela Carter,1979
