#Source: http://thegreatestbooks.org/
549,"""Surely You're Joking, Mr. Feynman!"": Adventures of a Curious Character",Richard P. Feynman,1985
550,Soul of a Citizen: Living with Conviction in Challenging Times,Paul Rogat Loeb,1999
551,Novum Organum,Francis Bacon,1620
552,The Shock Doctrine: The Rise of Disaster Capitalism,Naomi Klein,2007
553,Ain't No Makin' It: Aspirations and Attainment in a Low-income Neighborhood,Jay MacLeod,1987
554,Madame Curie - A Biography by Eve Curie,Eve Curie,2001
555,Beelzebub's Tales to His Grandson,George Ivanovitch Gurdjieff,1950
556,The Mind of the South,W.J. Cash,1929
557,One Writer's Beginnings,Eudora Welty,1983
558,The Path to Power,Robert Caro,1982
559,Rising Tide,John Barry,1997
560,The Shock of the New,Robert Hughes,1980
561,Eichmann in Jerusalem: A Report on the Banality of Evil,Hannah Arendt,1963
562,The Confessions of Nat Turner,"Nat Turner, Thomas R. Gray",1831
563,The Hasheesh Eater,Fitz Hugh Ludlow,1857
564,Grundrisse: Foundations of the Critique of Political Economy,Karl Marx,1858
565,Orientalism,Edward W. Said,1978
566,The life and letters of Benjamin Franklin,Benjamin Franklin,1790
567,A Modest Proposal and Other Satirical Works,Jonathan Swift,1729
568,Man and His Symbols,Carl Gustav Jung,1964
569,Symposium,Plato,-370
570,"Boswell's London Journal, 1762-1763",James Boswell,1763
571,Black Elk Speaks,John G. Neihardt,1932
572,Killers of the Dream,Lillian Smith,1949
573,A Childhood: The Biography of a Place,Harry Crews,1978
574,All Over But The Shoutin',Rick Bragg,1999
575,Mary Chestnut's Civil War,Mary Chesnut,1982
576,North Toward Home,Willie Morris,1967
577,Mystery and Manners,Flannery O'Connor,1969
578,Lanterns on the Levee,William Alexander Percy,1941
579,Incidents in the Life of a Slave Girl,Harriet Jacobs,1861
580,Salvation on Sand Mountain,Dennis Covington,1996
581,I'll Take My Stand,Twelve Southerners,1930
582,The Burder of Southern History,C. Vann Woodward,1993
583,The Message In the Bottle,Walker Percy,1975
584,The Earl of Louisiana,A.J. Liebling,1970
585,Origins of the New South,C. Vann Woodward,1951
586,"Catiline's War, The Jugurthine War, Histories",Sallust,-35
587,The Histories,Polybius,
588,Natural History,Pliny (the Elder),79
589,On the Fabric of the Human Body,Andreas Vesalius,1543
590,The Works of Archimedes,Archimedes,-212
591,"Theophrastus: His Psychological, Doxographical, and Scientific Writings","William Wall Fortenbaugh, Dimitri Gutas",1992
592,Anabasis,Xenophon,
593,"The Influence of Sea Power Upon History, 1660-1783",Alfred Thayer Mahan,1890
594,An inquiry into the causes and effects of the variolae vaccinae,Edward Jenner,1798
595,The City of God,Saint Augustine ,426
596,Against Interpretation,Susan Sontag,1966
597,The Armies of the Night,Norman Mailer,1968
598,The Hero with a Thousand Faces,Joseph Campbell,1949
599,Nadja,André Breton,1928
600,And the Band Played On,Randy Shilts,1987
601,John Adams,David McCullough,2001
602,The American Way of Death,Jessica Mitford,1963
603,"The Making of the President, 1960",Theodore White,1961
604,Fiction and the Figures of Life,William H. Gass,1970
605,Infidel,Ayaan Hirsi Ali,2007
606,The New Fiction,Joe David Bellamy,1974
607,The Rhetoric of Fiction,Wayne C Booth,1961
608,The Writer on Her Work,Janet Sternburg,1980
609,We Wish to Inform You That Tomorrow We Will Be Killed With Our Families: Stories from Rwanda,Philip Gourevitch,1998
610,Other Inquisitions,Jorge Luis Borges,1952
611,Coming of Age in the Milky Way,Timothy Ferris,1988
612,Race Matters,Cornel West,1994
613,How We Live,Rust Hills,2003
614,The Pleasure of the Text,Roland Barthes,1975
615,For a New Novel,Alain Robbe-Grillet,1953
616,The World Within the Word,William H. Gass,1978
617,"Memories, Dreams, Reflections",Carl Jung,1963
618,Superfiction,Joe David Bellamy,1975
619,My Life in France,Julia Child,2006
620,This Hallowed Ground,Bruce Catton,1956
621,Cod: A Biography of the Fish that Changed the World,Mark Kurlansky,1997
622,For the Union Dead,Robert Lowell,1964
623,Documents of Modern Art,Robert Motherwell,1972
624,Surrealist Manifesto,André Breton,1924
625,The Paris Review Interviews,Paris Review,2003
626,A Homemade World,Hugh Kenner,1951
627,Nickel And Dimed,Barbara Ehrenreich,2001
628,Into Thin Air,Jon Krakauer,1997
629,Parting the Waters,Taylor Branch,1988
630,Fun Home: A Family Tragicomic,Alison Bechdel,2006
631,Experience,Martin Amis,2000
632,Common Ground,J. Anthony Lukas,1985
633,The God Delusion,Richard Dawkins,2006
634,The Spirit of St. Louis,Charles Lindbergh,1953
635,The 9/11 Commission Report,9/11 Commission,2004
636,The Rest is Noise,Alex Ross,2007
637,The Noonday Demon,Andrew Solomon,2001
638,Consider The Lobster,David Foster Wallace,2005
639,No Logo,Naomi Klein,2000
640,Slavery by Another Name,Douglas A. Blackmon,2008
641,Pictures At A Revolution,Mark Harris,2008
642,Last Train to Memphis,Peter Guralnick,1994
643,Fast Food Nation,Eric Schlosser,2001
644,The Spirit Catches You and You Fall Down,Anne Fadiman,1997
645,Backlash,Susan Faludi,1991
646,Untold Stories,Alan Bennett,2005
647,We Tell Ourselves Stories in Order to Live: Collected Nonfiction,Joan Didion,2006
648,United States: Essays 1952-1992,Gore Vidal,1993
649,The Haunted Land,Tina Rosenberg,1995
650,The Good War,Studs Terkel,1984
651,A Stillness at Appomattox,Bruce Catton,1953
652,The Age of Wonder: How the Romantic Generation Discovered the Beauty and Terror of Science,Richard Holmes,2008
653,Russia Leaves the War,George F. Kennan,1956
654,The Warmth of Other Suns: The Epic Story of America's Great Migration,Isabel Wilkerson,2010
655,Mastering the Art of French Cooking,"Julia Child, Simone Beck, and Louisette Bertholle",1961
656,Growing Up,Russell Baker,1982
657,Arctic Dreams,Barry Lopez,1986
658,Edith Wharton: A Biography,R. W. B. Lewis,1975
659,Master of the Senate,Robert Caro,2002
660,Anti-intellectualism in American Life,Richard Hofstadter,1963
661,The Forever War,Dexter Filkins,2008
662,The Hemingses of Monticello,Annette Gordon-Reed,2008
663,Journals,Meriwether Lewis and William Clark,1814
664,"Wind, Sand and Stars", Antoine de Saint-Exupéry,1940
665,The Exploration of the Colorado River,John Wesley Powell,1875
666,Arabian Sands,Wilfred Thesiger,1959
667,Annapurna,Maurice Herzog,1951
668,Payback: Debt and the Shadow Side of Wealth,Margaret Atwood,2008
669,Travels,Marco Polo,1298
670,Farthest North,Fridtjof Nansen,1898
671,Two Years Before the Mast,Richard Henry Dana,1840
672,South,Ernest Shackleton,1919
673,A Short Walk in the Hindu Kush,Eric Newby,1958
674,Kon-Tiki,Thor Heyerdahl,1951
675,Travels in West Africa,Mary Kingsley,1897
676,Journals (Cook),James Cook,1779
677,Home of the Blizzard,Douglas Mawson,1912
678,Travels in the Interior Districts of Africa,Mungo Park,1795
679,Bad Blood,Lorna Sage,2001
680,Sailing Alone Around the World,Joshua Slocum,1899
681,The Mountain of My Fear,David Roberts,1968
682,Naked,David Sedaris,1997
683,A Wilderness Narrative,David Roberts,1970
684,First Footsteps in East Africa,Richard Burton,1856
685,The Perfect Storm,Sebastian Junger,1997
686,The Oregon Trail,Francis Parkman,1847
687,Blankets,Craig Thompson,2003
688,Through the Dark Continent,Henry M. Stanley,1878
689,A Lady's Life in the Rocky Mountains,Isabella L. Bird,1879
690,Chronicles: Volume One,Bob Dylan,2004
691,Seabiscuit,Laura Hillenbrand,2001
692,In the Land of White Death,Valerian Albanov,1917
693,Endurance,F.A. Worsley,1931
694,Scrambles Amongst the Alps,Edward Whymper,1871
695,Scott's Last Expedition: The Journals,Robert Falcon Scott,1913
696,Everest: The West Ridge,Thomas Hornbein,1965
697,Journey Without Maps,Graham Greene,1936
698,Starlight and Storm,Gaston Rébuffat,1954
699,My First Summer in the Sierra,John Muir,1911
700,Borrowed Time,Paul Monette,1988
701,My Life as an Explorer,Sven Hedin,1925
702,Praying for Sheetrock,Melissa Fay Greene,1991
703,In Trouble Again,Redmond O'Hanlon,1988
704,The Man Who Walked Through Time,Colin Fletcher,1968
705,K2 The Savage Mountain,Charles Houston and Robert Bates,1954
706,Gipsy Moth Circles the World,Francis Chichester,1967
707,A Short History Of Nearly Everything,Bill Bryson,2003
708,Man-Eaters of Kumaon,Jim Corbett,1944
709,Alone,Richard Byrd,1938
710,Stranger in the Forest,Eric Hansen,1988
711,Travels in Arabia Deserta,Charles M. Doughty,1888
712,The Royal Road to Romance,Richard Halliburton,1925
713,The Long Walk,Slavomir Rawicz,1956
714,Mountaineering in the Sierra Nevada,Clarence King,1872
715,My Journey to Lhasa,Alexandra David-Neel,1927
716,Imperial Life in the Emerald City,Rajiv Chandrasekaran,2006
717,The Glass Castle,Jeannette Walls,2005
718,Journal of the Discovery of the Source of the Nile,John Hanning Speke,1863
719,Running the Amazon,Joe Kane,1989
720,Alive,Piers Paul Read,1974
721,Moondust: In Search of the Men Who Fell to Earth,Andrew Smith,2005
722,The Principal Navigations,Richard Hakluyt,1582
723,Collapse,Jared Diamond,2005
724,Incidents of Travel in Yucatan,John Lloyd,1843
725,Shipwreck of the Whaleship Essex,Owen Chase,1821
726,My Life As an Explorer (Amundsen),Roald Amundsen,1927
727,Writing Degree Zero,Roland Barthes,1953
728,The Blank Slate,Steven Pinker,2002
729,News from Tartary,Peter Fleming,1936
730,Peeling the Onion,Günter Grass,2006
731,Annapurna: A Woman's Place,Arlene Blum,1980
732,Mutiny on the Bounty,William Bligh,1790
733,The Order of Things,Michel Foucault,1966
734,Adrift,Steven Callahan,1986
735,Castaways,Alvar Núñez Cabeza de Vaca,1542
736,Touching the Void,Joe Simpson,1989
737,Tracks,Robyn Davidson,1980
738,The Adventures of Captain Bonneville,Washington Irving,1837
739,Cooper's Creek,Alan Moorehead,1963
740,The Fearful Void,Geoffrey Moorhouse,1974
741,Friday Night Lights,H.G. Bissinger,2004
742,No Picnic on Mount Kenya,Felice Benuzzi,1948
743,Through the Brazilian Wilderness,Theodore Roosevelt,1914
744,England in Particular,Sue Clifford and Angela King,2006
745,Écrits: The First Complete Edition in English,Jacques Lacan,1966
746,The Road to Oxiana,Robert Byron,1937
747,The Theater and Its Double,Antonin Artaud,1938
748,Minus 148,Art Davidson,1969
749,Giving up the Ghost,Hilary Mantel,2003
750,Travels (Ibn Battúta),Ibn Battúta,1354
751,"Eat, Pray, Love",Elizabeth Gilbert,2006
752,Jaguars Ripped My Flesh,Tim Cahill,1987
753,Journal of a Trapper,Osborne Russell,1914
754,Full Tilt,Dervla Murphy,1965
755,Let's Talk About Love,Carl Wilson,2007
756,Terra Incognita,Sara Wheeler,1996
757,We Die Alone,David Howarth,1943
758,Fatal Purity: Robespierre and the French Revolution,Ruth Scurr,2006
759,Kabloona,Gontran de Poncins,1941
760,Conquistadors of the Useless,Lionel Terray,1961
761,My Father and other Working-Class Football Heroes,Gary Imlac,2005
762,Carrying the Fire,Michael Collins,1974
763,Blue Like Jazz,Donald Miller,2003
764,Adventures in the Wilderness,William H. H. Murray,1869
765,The Ascent of Money: A Financial History of the World,Niall Ferguson,2008
766,The Mountains of My Life,Walter Bonatti,1998
767,Great Heart,James West Davidson and John Rugge,1988
768,Maximum City: Bombay Lost and Found,Suketu Mehta,2004
769,Journal of the Voyage to the Pacific,Alexander Mackenzie,1801
770,This Republic of Suffering: Death and the American Civil War,Drew Gilpin Faust,2008
771,Comfort Me with Apples,Ruth Reichl,2001
772,The Valleys of the Assassins,Freya Stark,1934
773,Random Family,Adrian Nicole LeBlanc,2003
774,The Silent World,Jacques Cousteau,1953
775,"Berlin: The Downfall, 1945",Antony Beevor,2002
776,Alaska Wilderness,Robert Marshall,1956
777,"Letters and Notes on the Manners, Customs, and Conditions of the North American Indians",George Catlin,1841
778,I Married Adventure,Osa Johnson,1940
779,The Descent of Pierre Saint-Martin,Norbert Casteret,1954
780,Killing Yourself to Live,Chuck Klosterman,2005
781,The Crystal Horizon,Reinhold Messner,1982
782,Narrative of a Journey Across the Rocky Mountains to the Columbia River,John Kirk Townsend,1839
783,The Predators' Ball,Connie Bruck,1988
784,Grizzly Years,Doug Peacock,1990
785,One Man's Mountains,Tom Patey,1971
786,America,John Stewart,2004
787,Philosophy of Modern Music,Theodor Adorno,1973
788,The Uprooted,Oscar Handlin,1952
789,On Aggression,Konrad Lorenz,1966
790,AA Big Book,Bill W,1939
791,Behaviorism,John Watson,1930
792,Collected essays,Aldous Huxley,1958
793,A Critique of the Theory of Evolution,Thomas Hunt Morgan,1916
794,Polio: An American Story,David M. Oshinsky,2005
795,Walter Lippmann and the American Century,Ronald Steel,1980
796,The Growth of American Thought,Merle Curti,1943
797,House,Tracy Kidder,1985
798,Benjamin Henry Latrobe,Talbot Faulkner Hamlin,1956
799,The Content of Our Character,Shelby Stelle,1989
800,The Course of American Democracy,Robert V. Remini,1984
801,Whoredom in Kimmage,Rosemary Mahoney,1993
802,Travels with Charley,John Steinbeck,1962
803,Mistress to an Age: A Life of Madame De Stael,J. Christopher Herold,1958
804,A Civil Action,Jonathan Harr,1996
805,Origins of the Fifth Amendment,Leonard W. Levy,1968
806,The Disruption of American Democracy,Roy Franklin Nichols,1948
807,The Broken Cord,Michael Dorris,1988
808,The War of Independence,Claude H. Van Tyne,1929
809,Charles W. Eliot,Henry James,1930
810,Nothing to be Frightened Of,Julian Barnes,2008
811,Gotham: A History of New York City,Edwin G. Burrows,1998
812,Double Fold: Libraries and the Assault on Paper,Nicholson Baker,2001
813,The Wordy Shipmates,Sarah Vowell,2008
814,Fin-de-Siècle Vienna,Carl E. Schorske,1980
815,The Emperor of All Maladies: A Biography of Cancer,Siddhartha Mukherjee,2010
816,John Hay,Tyler Dennett,1933
817,A Problem from Hell: America and the Age of Genocide,Samantha Power,2002
818,Mencken Chrestomathy,H.L. Mencken,1949
819,A Daughter of the Middle Border,Hamlin Garland,1922
820,"Men are from Mars, Women are from Venus",John Gray,1992
821,Ashes to Ashes,Richard Kluger,1996
822,Unfinished Business,Stephen Bonsal,2004
823,"Devil in the Grove: Thurgood Marshall, the Groveland Boys, and the Dawn of a New America",Gilbert King,2012
824,The Founding of New England,James Truslow Adams,1921
825,The American Revolution: A Constitutional Interpretation,Charles Howard McIlwain,1924
826,Carry Me Home,Diane McWhorter,2001
827,The Years of Extermination,Saul Friedlander,2007
828,Been in the Storm So Long,Leon F. Litwack,1979
829,"Woodrow Wilson, Life and Letters",Ray Stannard Baker,1939
830,The School and the Child,John Dewey,1906
831, A History of the Civil War,James Ford Rhodes,1918
832,"O'Neill, Son and Artist",Louis Sheaffer,1974
833,"Far From the Tree: Parents, Children and the Search for Identity",Andrew Solomon,2012
834,The Reluctant Fundamentalist,Mohsin Hamid,2007
835,Ever Since Darwin: Reflections in Natural History,Stephen Jay Gould,1977
836,Whitman,Emory Holloway,1927
837,Motivation and Personality,Abraham Maslow,1954
838,Five Days at Memorial: Life and Death in a Storm-Ravaged Hospital,Sheri Fink,2013
839,The Common Sense Book of Baby and Child Care,Benjamin Spock,1946
840,An Army at Dawn,Rick Atkinson,2002
841,The Weather Makers,Tim Flannery,2005
842,Hamilton Fish,Allan Nevins,1937
843,Art and Life in America,Oliver W. Larkin,1950
844,Taking the World in for Repairs,Richard Selzer,1986
845,From Beirut to Jerusalem,Thomas L. Friedman,1995
846,Charles Evans Hughes,Merlo J. Pusey,1951
847,Paul Revere and the World He Lived In,Esther Forbes,1942
848,Embers of War: The Fall of an Empire and the Making of America's Vietnam,Fredrik Logevall,2012
849,The Race Beat,Gene Roberts and Hank Klibanoff,2006
850,Rough Crossings,Simon Schama,2005
851,Medical Apartheid,Harriet A. Washington,2007
852,Jackson Pollock: An American Saga,Steven Naifeh and Gregory White Smith,1989
853,The Significance of Sections in American History,Frederick J. Turner,1933
854,Move Your Shadow,Joseph Lelyveld,1985
855,Grover Cleveland,Allan Nevins,1934
856,The Woman Warrior,Maxine Hong Kingston,1975
857,The Metaphysical Club: A Story of Ideas,Louis Menand,2001
858,Study of Organic Inferiority and Its Physical Compensation: A Contribution to Clinical Medicine,Alfred Adler,1917
859,Rousseau and Revolution,Will and Ariel Durant,1967
860,The Atlantic Migration,Marcus Lee Hansen,1860
861,Lords of Finance: The Bankers Who Broke the World,Liaquat Ahamed,2009
862,The American Leonardo: The Life of Samuel F B. Morse,Carleton Mabee,1943
863,Parliament of Whores,P. J. O'Rourke,1991
864,The Edward Hoagland Reader,Edward Hoagland,1979
865,Oscar Wilde,Richard Ellmann,1988
866,Khrushchev: The Man and His Era,William Taubman,2003
867,Personal History,Katharine Graham,1997
868,The Problem of Slavery in Western Culture,David Brion Davis,1966
869,Munich: The Price of Peace,Telford Taylor,1979
870,Lenin's Tomb: The Last Days of the Soviet Empire,David Remnick,1994
871,Earth: An Intimate History,Richard Fortey,2004
872,War Without Mercy,John W. Dower,1986
873,And Their Children After Them,Dale Maharidge and Michael Williamson,1989
874,The Supreme Court in United States History,Charles Warren,1924
875,Annals of the Former World,John McPhee,1998
876,Wandering Through Winter,Edwin Way Teale,1965
877,My Experiences in the World War,John J. Pershing,1932
878,The Raw and the Cooked,Claude Levi-Strauss,1969
879,The Victory at Sea,William Sowden Sims,1921
880,The Dred Scott Case,Don E. Fehrenbacher,1979
881,The Swerve: How the World Became Modern,Stephen Greenblatt,2011
882,Mr. Clemens and Mark Twain,Justin Kaplan,1966
883,Legacy of Ashes: The History of the CIA,Tim Weiner,2007
884,A History of the United States,Edward Channing,1926
885,Picture,Lillian Ross,1952
886,Them: A Memoir Of Parents,Francine du Plessix Gray,2005
887,A Walker in the City,Alfred Kazin,1951
888,Nixonland,Rick Perlstein,2008
889,The Colonial Period of American History,Charles McLean Andrews,1935
890,History of the American Frontier,Frederic L. Paxson,1924
891,Prophets of Regulation,Thomas K. McCraw,1984
892,"Time, Love, Memory",Jonathan Weiner,1999
893,Young Men and Fire,Norman Maclean,1993
894,Encyclicals of Pope John XXIII,Pope John XXIII,1965
895,God: A Biography,Jack Miles,1995
896,Pinckney's Treaty,Samuel Flagg Bemis,1927
897,Imperial Reckoning,Caroline Elkins,2005
898,Summer for the Gods,Edward Larson,1997
899,Theodore Roosevelt,Henry F. Pringle,1932
900,Judgement and Reasoning in the Child,Jean Piaget,1928
901,"The Launching of Modern American Science, 1846-1876",Robert V. Bruce,1987
902,Edmund Pendleton 1721–1803,David J. Mays,1952
903,The Thought and Character of William James,Ralph Barton Perry,1935
904,Under the Eye of the Clock,Christopher Nolan,1987
905,The Fiery Trial: Abraham Lincoln and American Slavery,Eric Foner,2010
906,Lit: A Memoir,Mary Karr,2009
907,Reliable Essays: The Best of Clive James,Clive James,2001
908,Intelligent Life in the Universe,Carl Sagan,1966
909,The Flowering of New England,Van Wyck Brooks,1937
910,A Prince of Our Disorder: The Life of T E. Lawrence, John E. Mack,1976
911,Change We Can Believe In,Barack Obama,2008
912,Son of the Wilderness,Linnie Marsh Wolfe,1946
913,Grant: A Biography,William S. McFeely,1981
914,The Course of Empire,Bernard A. DeVoto,1952
915,The Life and Times of Cotton Mather,Kenneth Silverman,1984
916,The Americanization of Edward Bok,Edward Bok,1921
917,The Social Transformation of American Medicine,Paul Starr,1982
918,"W.E.B. Dubois : Biography of a Race, 1868–1919",David Levering Lewis,1993
919,Waiting for Snow in Havana: Confessions of a Cuban Boy,Carlos Eire,2003
920,How the Other Half Lives,Jacob Riis,1890
921,Liberty's Exiles: American Loyalists in the Revolutionary World,Maya Jasanoff,2011
922,Ghost Wars,Steve Coll,2004
923,Hirohito and the Making of Modern Japan,Herbert P. Bix,2000
924,The Reformation,Diarmaid MacCulloch,2003
925,"Booker T. Washington: The Wizard of Tuskegee, 1901–1915",Louis R. Harlan,1983
926,Crusader in Crinoline,Forrest Wilson,1942
927,With Americans of Past and Present Days,Jean Jules Jusserand,1916
928,Why Survive? Being Old in America,Robert Neil Butler,1975
929,How to Win Friends and Influence People,Dale Carnegie,1936
930,A Midwife's Tale,Laurel Thatcher Ulrich,1990
931,Gandhi's Truth,Erik H. Erikson,1969
932,Great Plains,Ian Frazier,1989
933,The Fate of Liberty: Abraham Lincoln and Civil Liberties,"Mark E. Neely, Jr.",1991
934,My Kind of Place,Susan Orlean,2004
935,Satyagraha in South Africa,Gandhi,1928
936,Scientists Against Time,James Phinney Baxter III,1947
937,The Soul of a New Machine,Tracy Kidder,1981
938,The Worst Hard Time,Timothy Egan,2005
939,George Washington,Douglas Southall Freeman,1957
940,Voyagers to the West: A Passage in the Peopling of America on the Eve of the Revolution,Bernard Bailyn,1987
941,Gulag: A History,Anne Applebaum,2003
942,Tales from Ovid,Ted Hughes,1997
943,Facts of Life,Maureen Howard,1977
944,The War with Mexico,Justin H. Smith,1920
945,W.E.B. Du Bois: The Fight for Equality and The American Century,David Levering Lewis,2001
946,Benjamin Franklin,Carl Van Doren,1938
947,Arab and Jew,David K. Shipler,1986
948,Hunger of Memory,Richard Rodriguez,1982
949,Fortunate Son: The Autobiography of Lewis B. Puller Jr.,Lewis B. Puller,1991
950,Masscult and Midcult: Essays Against the American Grain,Dwight Macdonald,1962
951,The American Orchestra and Theodore Thomas,Charles Edward Russell,1927
952,John Paul Jones,Samuel Eliot Morison,1959
953,The Solace of Open Spaces,Gretel Ehrlich,1986
954,What Hath God Wrought,Daniel Walker Howe,2007
955,A History of American Magazines,Frank Luther Mott,1939
956,Huey Long,Thomas Harry Williams,1969
957,In Our Image: America's Empire in the Philippines,Stanley Karnow,1989
958,American Prometheus,Kai Bird and Martin J. Sherwin,2005
959,Great River: The Rio Grande in North American History,Paul Horgan,1955
960,Barrett Wendell and His Letters,M. A. Dewolfe Howe,1925
961,The Lion and the Throne,Catherine Drinker Bowen,1957
962,In the Days of McKinley,Margaret Leech,1960
963,The Life of John Marshall,Albert J. Beveridge,1919
964,Mein Kampf,Adolf Hitler,
965,Julia Ward Howe,Laura E. Richards and Maud Howe Elliott,1916
966,A Life of Picasso,John Richardson,1991
967,Newjack: Guarding Sing Sing,Ted Conover,2001
968,Between War and Peace: The Potsdam Conference,Herbert Feis,1960
969,Admiral of the Ocean Sea,Samuel Eliot Morison,1942
970,Sexual Behavior in the Human Male,Alfred C. Kinsey,1948
971,The History of the Standard Oil Company,Ida Tarbell,1904
972,Fargo Rock City,Chuck Klosterman,2001
973,Art and Culture: Critical Essays,Clement Greenberg,1961
974,Lamy of Santa Fe,Paul Horgan,1975
975,No Ordinary Time,Doris Kearns Goodwin,1995
976,My Life and Hard Times,James Thurber,1933
977,The World Without Us,Alan Weisman,2007
978,The Ideological Origins of the American Revolution,Bernard Bailyn,1968
979,The Montessori Method,Maria Montessori,1912
980,In the Heart of the Sea,Nathaniel Philbrick,2001
981,The Great Railway Bazaar,Paul Theroux,1975
982,A Drinking Life: A Memoir,Pete Hamill,1994
983,The Life and Letters of Walter H. Page,Burton J. Hendrick,1923
984,Malcolm X: A Life of Reinvention,Manning Marable,2011
985,Lindbergh,A. Scott Berg,1989
986,The Life of Andrew Jackson,Marquis James,1937
987,Pedlar's Progress,Odell Shepard,1938
988,The Measure of Man,Joseph Wood Krutch,1954
989,Crazy Salad: Some Things about Women,Nora Ephron,1975
990,Washington's Crossing,David Hackett Fischer,2003
991,Metaphors of Memory,D. Draaisma,2000
992,O Strange New World,Howard Mumford Jones,1964
993,American Lion: Andrew Jackson in the White House,Jon Matteson,2009
994,John C. Calhoun: American Portrait,Margaret Louise Coit,1951
995,"The Coming of the War, 1914",Bernadotte E. Schmitt,1931
996,On Human Nature,E. O. Wilson,1979
997,Exploration and Empire: The Explorer and the Scientist in the Winning of the American West,William H. Goetzmann,1966
998,Embracing Defeat: Japan in the Wake of World War II,John W. Dower,1999
999,The Audacity of Hope,Barack Obama,2006
1000,A Thousand Days,"Arthur M. Schlesinger, Jr.",1966
1001,A Constitutional History of the United States,Andrew C. McLaughlin,1935
1002,Days of Sorrow and Pain: Leo Baeck and the Berlin Jews,Leonard Baker,1978
1003,The Organization and Administration of the Union Army,Fred Albert Shannon,1928
1004,What It Takes,Richard Ben Cramer,1988
1005,An American in Italy,Herbert Kubly,1955
1006,Dust Tracks on a Road: An Autobiography,Zora Neale Hurston,1942
1007,Looking at Dance,Edwin Denby,1972
1008,The Blair Years,Alastair Campbell,2007
1009,"The Transformation of Virginia, 1740-1790",Rhys L. Isaac,1983
1010,Harriet Beecher Stowe: A Life,Joan D. Hedrick,1994
1011,Is There No Place On Earth For Me?,Susan Sheehan,1982
1012,The Joy of Sex,Alex Comfort,1972
1013,Ralph Waldo Emerson,Ralph L. Rusk,1950
1014,The Americans: The Democratic Experience,Daniel J. Boorstin,1973
1015,Changing My Mind: Occasional Essays,Zadie Smith,2009
1016,Beautiful Swimmers,William Warner,1976
1017,Banks and Politics in America,Bray Hammond,1957
1018,Neither Black Nor White,Carl N. Degler,1972
1019,A Nation under Our Feet,Steven Hahn,2003
1020,"The Internal Enemy: Slavery and War in Virginia, 1772-1832",Alan Taylor,2013
1021,The Greenback Era,Irwin Unger,1965
1022,Peter the Great: His Life and World,Robert K. Massie,1980
1023,Psychology of the Unconscious,C.G. Jung,1916
1024,The Beak of the Finch: A Story of Evolution in Our Time,Jonathan Weiner,1994
1025,Freedom From Fear: The American People,David M. Kennedy,1999
1026,The Sea Around Us,Rachel Carson,1951
1027,Decline of the West,Oswald Spengler,1918
1028,Voices from Chernobyl,Svetlana Alexievich,2005
1029,Henry Adams,Ernest Samuels,1965
1030,The Man From New York: John Quinn and His Friends,Benjamin Lawrence Reid,1969
1031,Machiavelli in Hell,Sebastian de Grazia,1989
1032,Toms River: A Story of Science and Salvation,Dan Fagin,2013
1033,When Breath Becomes Air,Paul Kalanithi,2016
1034,"The Old Northwest, Pioneer Period 1815-1840",R. Carlyle Buley,1951
1035,Being Jordan,Katie Price,2004
1036,Fire in the Lake,Frances FitzGerald,1972
1037,Coming of Age in Samoa,Margaret Mead,1928
1038,Reflections from Captivity,Ho Chi Minn,1978
1039,The Autobiography of William Allen White,William Allen White,1946
1040,Bury My Heart at Wounded Knee,Dee Alexander Brown,1970
1041,The Visible Hand,"Alfred D. Chandler, Jr.",1977
1042,Little Wilson and Big God,Anthony Burgess,1986
1043,London Orbital: A Year Walking Around the M25,Iain Sinclair,2002
1044,Luce and His Empire,W.A. Swanberg,1973
1045,The Life of Sir William Osler,Harvey Cushing,1925
1046,Roosevelt and Hopkins,Robert E. Sherwood,1949
1047,"American Education: The National Experience, 1783-1876",Lawrence A. Cremin,1981
1048,Memoirs,George Frost Kennan,1968
1049,"Robert Frost: The Years of Triumph, 1915–1938",Lawrence Thompson,1971
1050,The Land Where the Blues Began,Alan Lomax,1993
1051,Louise Bogan: A Portrait,Elizabeth Frank,1986
1052,The Rape of Europa,Lynn Nicholas,1995
1053,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families, Philip Gourevitch,1998
1054,One Man's Meat,E. B. White,1944
1055,The Denial of Death,Ernest Becker,1973
1056,"Our Bodies, Ourselves","Our Bodies, Ourselves",1973
1057,The Republican Era: 1869-1901,Leonard D. White and Jean Schneider,1959
1058,The Wisdom Of Crowds,James Surowiecki,2004
1059,Eleanor and Franklin,Joseph P. Lash,1972
1060,In the Shadow of Man,Jane Goodall,1971
1061,"Woodrow Wilson, American Prophet",Arthur Walworth,1959
1062,From Immigrant to Inventor,Michael I. Pupin,1924
1063,The Names,N. Scott Momaday,1976
1064,John Quincy Adams and the Foundations of American Foreign Policy,Samuel Flagg Bemis,1949
1065,"The Triumphant Empire: Thunder-Clouds Gather in the West, 1763-1766",Lawrence H. Gipson,1962
1066,The Training of an American: The Earlier Life and Letters of Walter H. Page,Burton J. Hendrick,1928
1067,The Price of Power,Seymour M. Hersh,1982
1068,Recollected Essays,Wendell Berry,1981
1069,The Water Is Wide,Pat Conroy,1972
1070,Bad Land: An American Romance,Jonathan Raban,1996
1071,Herman Melville,Newton Arvin,1950
1072,The Crack-Up,F. Scott Fitzgerald,1945
